"Q","SERIES_CODE","total_search","sum_link","sum_linkCtg","total_codefix","total_tabcount","links_by_series"
"flanged ball bushings",110300029520,1,1,0,1,2,1
"esn13-100-10.0",110200022510,2,1,0,1,4,1
"esn13-125-10.0",110200022510,1,1,0,1,4,1
"esn12-125-10.0",110200022510,1,1,0,0,4,1
"wgljc",110300602730,2,1,0,1,2,1
"wglj-17-6-10",110300602730,2,1,0,1,2,1
"flange mounted ball bearing",110300099950,1,1,0,1,1,1
"mdy",110300420210,3,3,0,2,4,3
"knclb25-30-20",110300234440,2,3,0,3,6,3
"cpo20-4-7",110300125150,2,3,0,3,12,3
"cpo20-4-6",110300125150,3,3,0,1,6,3
"hfs5-2040-300",110302368830,3,2,0,2,2,2
"sh2wtz36_460_2_14b",110300040270,2,2,0,2,6,2
"sh2wtz36-460",110300040270,2,2,0,2,4,2
"bshn8-173-m4-n4",110302368220,2,2,0,2,2,2
"ssfrm8-22.0-f8.0-b6-p5-t8.0-s6-q5-sc8",110300087260,8,5,0,3,25,5
"pssfj12-300",110300000120,2,2,0,1,2,2
"pssfj12-200",110300000120,2,3,0,2,3,3
"gjpbb8-12",110300557320,1,1,0,1,1,1
"mtsrd",110300082630,2,3,0,3,6,3
"box-scbs",110301998010,4,2,0,2,3,2
"makc1210a",110300269350,2,2,0,2,2,2
"maks0604l",110300269350,2,1,0,1,1,1
"sb634zz",110302273360,1,1,0,0,4,1
"sb634",110302273360,1,1,0,1,4,1
"nkcr4-16",110301991350,2,2,0,2,2,2
"fws-d9-v6.5-t4.1",110300231910,1,1,0,1,2,1
"fwsss-d15-v10.0-t1.0",110300231910,1,1,0,1,2,1
"mssts4-5",110300248260,1,1,0,1,1,1
"pfppn10",110300146060,1,1,0,1,1,1
"sgswf4",110302359370,1,1,0,1,1,1
"pmxsm8",110300147460,2,3,0,2,3,3
"sfur13-52",110300005720,2,2,0,2,2,2
"sfur13-60",110300005720,1,1,0,1,1,1
"sprz8",110300143710,2,2,0,2,2,2
"clbpm25-36-14",110300114650,3,3,0,2,11,3
"clbpm25-",110300114650,1,1,0,0,5,1
"lkbk",110300358340,3,1,0,1,2,1
"spc5-60-p5.0",110100098870,2,1,0,1,2,1
"spc5-60-p5.0 price",110100098870,1,1,0,0,2,1
"sstcb8-40",110300591960,1,1,0,1,1,1
"stbb10-35-2-03",110300591960,1,1,0,1,1,1
"sstcc6-20",110300591960,2,2,0,2,2,2
"stbbs4-20",110300591960,1,1,0,1,1,1
"stbcm6-20",110300591960,1,1,0,1,1,1
"pmxk",110300147910,2,1,0,1,1,1
"agtf20gt5120",110302194010,2,2,0,2,6,2
"gt pulley",110302194010,1,1,0,1,2,1
"htbn234s2m-60",110300413730,1,1,0,1,1,1
"htun190s2m-60",110300413730,3,3,0,3,5,3
"sclbrm8-60",110300096450,5,4,0,4,4,4
"sscdkl16_b",110300021120,0,1,0,1,1,1
"sebz16-470",110300041670,1,1,0,1,3,1
"b678zz",110300107560,4,3,0,3,11,3
"kjbs10-p6.4-l15",110300172930,1,1,0,1,3,1
"thrust screw",110300142560,1,1,0,1,2,1
"hfs5-2020-800",110302368740,5,2,0,2,4,2
"hfs5_2020_800",110302368740,1,1,0,1,2,1
"mtstra10-84-s24-q6-ae9",110300082630,1,1,0,1,4,1
"mtstra10-90-s22-q6-mc4",110300082630,3,2,0,1,5,2
"roco25-113",110302003160,1,1,0,1,2,1
"rocon7",110302003160,1,1,0,1,2,1
"awy5-30",110300266030,1,1,0,1,2,1
"awa5",110300266030,0,1,0,1,2,1
"flexible arm",110300228750,1,2,0,1,1,1
"cgf",110302040870,2,2,0,1,2,2
"rbnmf2h10-146- 50-f110-g25-z3",110300276620,2,2,0,2,4,2
"elnna12-p20.1-b18-l20",110300579020,2,1,0,0,2,1
"elnna16-p20.1-b18-l20",110300579020,2,2,0,0,4,2
"elnna8-p10.2-b8-l10",110300579020,4,1,0,1,2,1
"pwf8",110300252910,2,1,0,1,1,1
"slw10",110300252730,2,1,0,0,2,1
"slw8",110300252730,2,1,0,1,2,1
"slw12",110300252730,3,2,0,0,4,2
"uwanat",110302237050,0,1,0,1,2,1
"sxpkn",110300148770,2,1,0,1,2,1
"lbnr8",110300250540,3,2,0,1,3,2
"skd plates",110200048140,1,1,0,1,1,1
"stroke bushings",110300029520,1,1,0,1,4,1
"clamp 3",110302029510,1,3,0,1,2,1
"clamp 3",110302205550,1,3,0,1,5,1
"mc04-",110302205730,3,1,0,1,1,1
"scspk35",110300019360,1,1,0,1,2,1
"s50c plates",110200048230,1,1,0,1,1,1
"mc09",110302030550,2,1,0,1,1,1
"skd11 plates",110200048570,1,1,0,1,3,1
"se300f-1-075-11",110302192430,1,1,0,1,2,1
"sbcts",110300248350,9,5,0,5,14,5
"sbcts5",110300248350,3,1,0,1,4,1
"jnoc35",110300430620,1,1,0,1,1,1
"sscsp",110300023040,5,1,0,1,1,1
"guide roller v groove",110300419760,1,1,0,1,2,1
"egs-v",110200104750,3,2,0,1,4,2
"leveling screws",110302195750,3,2,0,1,2,1
"sfjt30-300-m16-sc285",110300000210,1,1,0,1,2,1
"sfjt20-185-m8-sc175",110300000210,1,1,0,1,2,1
"mssr601-200",110300081930,5,4,0,4,4,4
"sseb13-195",110300041510,1,1,0,1,1,1
"sfag25-285-f3-p15-m8-sc275",110300002920,2,1,0,1,2,1
"hbl45td8",110300451620,2,1,0,1,1,1
"sfaa25-265-f3-p15-m8-n8",110300003530,2,1,0,1,2,1
"hblssb5-set",110300438930,1,1,0,1,1,1
"hblfsdw5-c",110300437170,2,2,0,2,4,2
"lhfr20",110300027060,4,4,0,3,6,4
"mcjsn15-6-5",110300126640,1,1,0,1,1,1
"hfcb5-2020-b",110302249040,2,2,0,2,4,2
"snzfa",110300298050,2,1,0,1,2,1
"snzfa2s-16",110300298050,1,1,0,1,2,1
"bearing screw",110300114920,6,9,0,4,14,6
"bgsps",110300114920,2,1,0,0,3,1
"h-lana10-p11.9-b15-l15",110300578660,1,1,0,1,5,1
"d-lana10-p7.9-b15-l15",110300578660,1,1,0,1,5,1
"d-lana10-p11.9-b15-l15",110300578660,1,1,0,0,5,1
"jbhu6_15_2",110300133210,1,1,0,1,2,1
"hclbm",110300096360,3,3,0,2,3,3
"lhbb-",110300026360,2,1,0,1,1,1
"vafd",110300002650,2,1,0,1,2,1
"safd16",110300002650,1,1,0,1,2,1
"safd",110300002650,2,2,0,2,4,2
"brtk",110300344860,3,2,0,2,4,2
"jpqpd6-8-l10b5",110300560910,1,1,0,1,2,1
"sn",110100130210,10,2,0,2,4,2
"brbs16",110300247920,2,2,0,2,3,2
"afdf58-60",110300412420,1,1,0,1,2,1
"nfsb5-2020-340",110302368740,3,3,0,3,4,3
"nfsb5-2020-300",110302368740,1,1,0,1,1,1
"wr3-10",110100184630,1,1,0,1,1,1
"wr3-15",110100184630,3,2,0,1,2,2
"cb14",110100141750,5,1,0,1,2,1
"kzef15-100-t10-p15-la15-kb19-hb44",110300099070,2,2,0,2,8,2
"kzef15-126-t15-p15-la27-na6",110300099070,3,2,0,2,5,2
"kzef15-126-t16-p15-la27-na6",110300099070,2,1,0,0,4,1
"tclb12-15-17.0",110300235050,1,1,0,1,1,1
"psafd",110300002650,4,2,0,1,3,2
"hex wrench",110301996770,2,6,0,1,4,1
"kws",110300233830,1,2,0,2,3,2
"shptts5",110302245970,1,1,0,1,1,1
"gdc40",110300434210,1,1,0,1,2,1
"lhfcw6",110300027150,5,5,0,3,25,5
"sfad6",110300002310,4,3,0,0,9,3
"sfad6_152_f7_b5_p3_n3",110300002310,1,1,0,1,4,1
"sfad6_152_f7_b5",110300002310,1,1,0,1,4,1
"sktgl",110302042810,4,1,0,1,2,1
"uuscb",110300596950,8,3,0,1,7,3
"uuscb4-10",110300596950,2,1,0,1,2,1
"egbz20-33",110200100370,2,2,0,2,2,2
"assb",110300247130,3,1,0,1,1,1
"d-lata10-p7.9-b15-l15",110300578750,1,1,0,1,2,1
"unah4-1",110300597130,1,1,0,1,1,1
"jbhfg30",110300133640,1,1,0,1,6,1
"b6200zz",110300107740,3,3,0,3,5,3
"b6002zz",110300107740,2,2,0,1,4,2
"tgub4",110300190250,0,1,0,1,2,1
"tgub",110300190250,5,6,0,4,13,6
"tgub8-4",110300190250,0,1,0,1,2,1
"psam8",110300163740,2,2,0,2,4,2
"damper hinges",110300525030,3,2,0,1,5,1
"damper hinge",110300525030,3,3,0,0,5,1
"plsbwf7-67",110300206870,0,1,0,1,1,1
"pjl3",110300142740,3,1,0,1,2,1
"bun12",110300080440,2,2,0,2,2,2
"bun10",110300080440,3,3,0,2,6,3
"zlwg100",110300193140,1,1,0,1,3,1
"xkjl40a-clc",110302036940,1,1,0,1,1,1
"zljg120",110300197950,3,4,0,2,8,4
"sbbk",110200069930,7,2,0,1,2,2
"lmu-mx",110300025660,2,1,0,1,2,1
"brw10s",110300079650,0,1,0,1,1,1
"sencf4-50",110302032650,0,1,0,1,1,1
"utpfla2h10-100-20-f80-g10-m3",110300277410,0,1,0,1,1,1
"np90hd",110300399640,0,1,0,1,2,1
"rcb10-50",110300241350,0,1,0,1,1,1
"usl20",110300423620,1,1,0,1,2,1
"strt11",110300435340,1,1,0,1,2,1
"jpbb8-10",110300557320,3,2,0,2,4,2
"sel2b10_215_2_03",110300042820,0,1,0,1,1,1
"ssebsn10",110300042550,1,1,0,1,3,1
"ssebsn",110300042550,12,10,0,3,28,10
"sselbwm",110300046750,5,3,0,2,6,3
"sselbwm16g-110",110300046750,1,1,0,1,2,1
"lhbbw-",110300026360,2,1,0,1,2,1
"mbb25-80",110100159610,4,4,0,3,4,4
"anbm12-50",110300591010,0,1,0,1,4,1
"mbsh25-50",110100154960,5,2,0,1,2,2
"u-hcdgh0.25",110302170370,2,1,0,1,3,1
"u-hcdgh0.25-l0.75",110302170370,1,1,0,1,3,1
"msby6-15",110300249320,1,1,0,1,2,1
"stmh18",110300595820,1,2,0,1,4,2
"mrp",110100159430,6,6,0,1,4,3
"mrp25-lc300",110100159520,3,2,0,1,2,2
"jbhmn12-15",110300133120,3,3,0,3,6,3
"ajktnmf10-50",110300599320,2,3,0,3,3,3
"jpja10",110300564930,1,1,0,0,1,1
"jpja10-7.87",110300564930,1,1,0,1,1,1
"flok100",110300501050,1,1,0,1,1,1
"mtuz15",110302193220,8,6,0,1,29,6
"idp",110300432720,8,5,0,1,11,5
"ehsel3",110200009910,0,1,0,1,1,1
"u-hccgh0.13-l0.865",110302170460,2,1,0,1,1,1
"sfj3-88",110300000120,1,1,0,1,2,1
"fwssb-d10-v3.5-t1.5",110300231910,2,2,0,2,2,2
"fwasb-d10-v4.5-t4.0",110300231910,2,2,0,2,2,2
"lnf8-10",110300513830,3,3,0,2,6,3
"lnf8",110300513830,0,2,0,2,8,2
"sfjq",110302148240,3,3,0,1,9,3
"jpha5-7.5",110300584010,4,1,0,1,1,1
"mpbzu16",110300032230,1,1,0,1,2,1
"mpbzu12-10",110300032230,2,1,0,0,2,1
"mpbz16-10",110300032230,1,1,0,0,2,1
"lemnt12",110300508320,2,1,0,1,5,1
"jpam",110302387550,3,2,0,1,4,2
"lhtc8",110300027760,3,1,0,1,2,1
"sfr10-100",110300086920,3,6,0,5,11,6
"sfr1",110300086920,1,3,0,3,5,3
"sfr17",110300086920,0,1,0,1,1,1
"fnp13",110300401040,3,3,0,1,3,3
"csr",110100166070,9,5,0,1,6,5
"ltbr",110300414860,2,2,0,2,8,2
"fsmg",110300601150,1,1,0,1,2,1
"cvstc-20-750-6-ta230-im-75-s-b",110302457120,2,2,0,2,4,2
"smkb6-5",110300234350,3,3,0,1,3,3
"fpba12-p15.7-l16-b3",110300557320,1,1,0,1,1,1
"fpba12",110300557320,0,1,0,0,1,1
"alva1",110302359820,1,1,0,1,2,1
"mnp50-g",110300401220,1,1,0,1,2,1
"rbyw80-80-t12",110300541220,1,1,0,1,1,1
"ahtfw26-t10300-20",110300411970,5,3,0,3,7,3
"vrag16-32-f37-p10-m5",110300002920,1,2,0,1,2,2
"allf",110300538060,2,1,0,1,2,1
"kqm15",110300225950,0,1,0,1,1,1
"kqmu15",110300225950,0,1,0,1,1,1
"xyzsg60",110300195420,1,1,0,0,4,1
"xyzsgb",110300195420,1,1,0,1,4,1
"ntfl8-30",110300251420,2,1,0,1,2,1
"compact floating joints",110300366830,4,4,0,1,3,3
"wlhm8",110300233920,1,1,0,1,3,1
"ikfta300-a150-p38-y255-g0-m5",110302202840,3,1,0,1,1,1
"mmkc",110300223760,1,1,0,1,3,1
"lmum16",110300026540,1,1,0,1,2,1
"hbgp",110300418270,1,1,0,1,2,1
"rgeasl",110300429920,6,3,0,2,5,3
"rgeasl1",110300429920,1,1,0,1,2,1
"mbs25-lc20",110100160310,1,1,0,1,1,1
"lrb8-1.0",110100143060,1,1,0,0,1,1
"lrb",110100143060,9,6,0,2,4,4
"lrb8",110100143060,7,2,0,2,2,2
"shaft sleeve",110300108260,3,2,0,2,6,2
"pnf",110300538670,3,1,0,1,1,1
"pnfpp",110300538670,1,2,0,1,7,2
"unutz",110300252030,3,4,0,3,6,4
"hfc8-4545",110302260760,8,7,0,2,22,7
"hhsp38",110300524850,2,1,0,1,2,1
"fjkn16",110300507620,1,1,0,1,1,1
"jbhm6",110300133120,1,2,0,2,8,2
"btlan",110300294460,1,1,0,1,2,1
"sckl30",110300021120,0,1,0,1,2,1
"sckl30-b",110300021120,1,1,0,0,2,1
"fgsta",110302202230,5,2,0,0,11,2
"fgsta10",110302202230,4,2,0,1,11,2
"fgsta10-275",110302202230,2,1,0,1,6,1
"klka20",110300226740,2,2,0,1,4,2
"ntbg32-12",110300425110,1,1,0,1,1,1
"locator bearing",110300132850,1,1,0,1,2,1
"bszf12",110300144840,3,2,0,2,6,2
"u-klstn0",110302176510,2,2,0,2,7,2
"u-klstn0.",110302176510,1,1,0,1,6,1
"rorpes80-l40",110300422040,0,1,0,1,1,1
"u-clsb",110302176150,0,1,0,1,3,1
"mvdkn15",110302230320,1,1,0,1,1,1
"fbsszcj1510-672-f10-p8-s24-v10-u10-g14-q10-k9",110302192770,0,1,0,1,1,1
"u-fcbdr0.25-l0.2-a0.38-e0.094-f0.27",110302171340,0,1,0,1,3,1
"u-fcbdr",110302171340,2,1,0,0,3,1
"bjpha5-15",110300584010,0,1,0,1,1,1
"fl6900zz",110300107650,6,4,0,2,10,4
"sfph12",110300003440,2,1,0,1,3,1
"lmu12",110300026540,2,1,0,1,1,1
"knfs",110302368740,7,3,0,1,2,1
"knfs5-2020-4000",110302368740,0,1,0,1,2,1
"ssfad12-150-f18-b10-p8-n8",110300002310,1,1,0,1,1,1
"makc0805b",110300269350,3,2,0,2,2,2
"cldmt5-25-b",110300513560,2,1,0,1,1,1
"sds40",110300022520,1,3,0,3,9,3
"msh3-6",110302390530,5,3,0,2,3,3
"msh2.5-8",110302390530,3,3,0,3,3,3
"msh3-20",110302390530,1,1,0,1,1,1
"sx2rlz28",110300039930,3,2,0,1,4,2
"sx2rlz28-315",110300039930,1,1,0,1,2,1
"vsfjt6-65-m3",110300000210,0,1,0,1,1,1
"vsfjt6",110300000210,0,1,0,1,1,1
"pillow block bearings",110300026360,4,5,0,1,1,1
"eph3-250",110200000450,0,1,0,1,1,1
"ssebl16-520",110300041510,1,1,0,1,1,1
"mcay",110300532910,3,1,0,0,2,1
"mcay-400",110300532910,1,1,0,1,2,1
"mcay6fnn",110300532910,0,1,0,1,2,1
"plfpp-70-20-10-cbc-cca1-ccb1-ccc1-ccd1",110300537450,1,1,0,0,1,1
"plfpp",110300537450,0,1,0,1,1,1
"lhbbwn30",110300028640,0,1,0,1,1,1
"pbrsx15",110300109050,3,4,0,4,11,4
"ssv2rz",110300039320,1,2,0,1,5,2
"cfua20-52",110300111510,0,2,0,1,2,2
"u-jbyfc",110302167570,1,1,0,1,1,1
"u-jpqa",110302163820,3,2,0,1,4,2
"lhqrw",110300027330,2,1,0,1,1,1
"plmn19-105.5-m8",110300206440,2,2,0,1,4,2
"plmn",110300206440,2,2,0,0,3,2
"pscknk",110300022160,1,1,0,1,1,1
"u-wsc1.00",110302155420,2,1,0,1,3,1
"u-scsbs1.00",110302154540,2,2,0,2,12,2
"tbcr-s3m",110300555560,2,4,0,4,6,4
"jpdtb6-8",110300557930,3,3,0,2,4,3
"jpbtb6-8",110300557930,2,2,0,1,3,2
"tension springs",110300266030,3,8,0,2,4,2
"mruz10",110302400510,2,5,0,3,30,5
"ahtfw24-s3m060-5",110300411110,1,1,0,1,1,1
"lxaa5-2-f11-set",110300090760,1,2,0,1,2,2
"rgea2.0-100-n",110300429830,5,5,0,3,10,5
"htun519s3m",110300413730,0,1,0,1,1,1
"pmxys",110300147460,3,1,0,1,1,1
"pmxysm",110300147460,3,3,0,2,6,3
"v-15-1a5-t",110200104750,0,1,0,1,1,1
"v-156-1a5-t",110200104750,1,1,0,1,1,1
"awss",110302283250,13,4,0,3,9,4
"htpa24s3m060-b-p6.35",110300405940,1,1,0,1,1,1
"mssrw1236",110300082020,1,1,0,1,5,1
"fjr10",110300353870,4,2,0,2,4,2
"nkbc4",110300516810,2,1,0,1,1,1
"nkbc4-16-12",110300516810,1,1,0,1,2,1
"mstkd-",110300151320,1,2,0,1,1,1
"laat",110300543930,2,1,0,1,1,1
"laat14",110300543930,1,1,0,1,1,1
"mtp14xl037-a-h8-2-03",110300405510,1,1,0,1,2,1
"gsccgh8-90-0-2-03",110300095320,1,1,0,1,1,1
"lrbbf8-70-m3-n3-tp12-p38-wtp20-k38",110300211340,1,1,0,1,2,1
"shstb8",110300007910,0,1,0,1,2,1
"psfgkrr8-128-0-f3-s35-ka12-a23-kb58-b23-fc100-g28-2-03",110302022330,1,1,0,1,1,1
"mc04-3l",110302206430,5,3,0,2,4,3
"rmtsrw8-65-f10-v6-s19-q6-mq3-kc7-c10",110300083060,3,2,0,1,6,2
"htbn490s5m-150",110300413730,1,1,0,1,2,1
"mstpc6-25",110302390260,5,5,0,4,6,5
"sb698zz",110302273360,1,1,0,1,1,1
"hlf8",110302266270,8,3,0,1,5,3
"hlfs8",110302266270,3,1,0,1,2,1
"atbem10-l",110302196720,1,1,0,1,1,1
"deep groove bearing",110302399970,2,6,0,1,1,1
"deep groove bearing",110300107560,2,6,0,1,2,1
"ascb",110300240130,1,1,0,1,1,1
"ascb8",110300240130,1,1,0,1,1,1
"mlqm",110300223510,0,1,0,1,2,1
"htbn18",110300413730,3,1,0,0,1,1
"htbn1715",110300413730,1,1,0,1,1,1
"gpa24gt3060-a-p6",110302193560,0,1,0,1,1,1
"psfgn",110300000910,1,1,0,1,2,1
"insulation",110300530630,5,7,4,0,2,1
"hiplkh",110300530630,1,1,0,1,2,1
"cdgh4-22",110300095320,2,2,0,1,5,2
"ikysab500-150",110300543660,2,2,0,2,3,2
"aqmc",110300221750,1,1,0,1,2,1
"lhzs10",110300027060,1,3,0,2,3,3
"fsbam",110300215450,1,1,0,1,2,1
"cbss8",110300244420,7,1,0,1,3,1
"cbss8-16",110300244420,5,5,0,3,7,4
"cbss8-16",110100142270,5,5,0,1,1,1
"paal-715-430-5-cn5",110300498770,1,1,0,1,1,1
"paal-505-950-5-cn5",110300498770,1,1,0,1,1,1
"paal-620-340-5-cn5",110300498770,1,1,0,1,1,1
"paal-940-755-5-cn5",110300498770,1,1,0,1,1,1
"lhkmsl",110300028030,2,1,0,1,2,1
"lhkmsl4",110300028030,0,2,0,2,2,2
"hdh",110300109410,6,4,0,1,12,4
"hdh25",110300109410,2,1,0,1,2,1
"lhirw-mx",110300026110,3,2,0,1,3,2
"lhirw-mx16",110300026110,1,1,0,1,2,1
"umbk",110300424050,3,2,0,1,1,1
"n-mstkd-jd",110300152450,0,1,0,1,4,1
"ttpa16t10150-a-n30",110300406910,3,1,0,1,2,1
"sfjc30",110300000370,1,2,0,1,5,2
"sbteh10b",110300595910,2,2,0,2,2,2
"tbn140mxl019",110300413030,1,1,0,1,1,1
"tcmsa",110300353620,1,1,0,1,2,1
"jbhf12",110300133370,0,2,0,2,8,2
"lhssl25g",110300553550,1,2,0,2,10,2
"chamk-s100-r",110302461410,1,1,0,1,4,1
"phscn16",110300371730,4,4,0,2,5,4
"ceby60",110100164240,1,1,0,1,1,1
"ptpa22p3m100",110300406460,1,1,0,1,1,1
"ogpz150-",110100165460,1,1,0,1,1,1
"hfs8-4040-620",110302370930,1,2,0,2,2,2
"hfs8-4040-540",110302370930,1,1,0,1,1,1
"hfs8-4040-240",110302370930,1,1,0,1,1,1
"hfs8-4040-260",110302370930,2,1,0,1,1,1
"psfjw20-65-m8-n8",110300000550,1,1,0,1,2,1
"psfjw20-70-m8-n8",110300000550,1,1,0,1,2,1
"psfjw20_70_m8_n8_2_14b",110300000550,1,1,0,1,2,1
"hnthsn8",110302256740,2,3,0,2,3,3
"hnthsn",110302256740,2,3,0,1,1,1
"hnthsn",110302251750,2,3,0,1,2,2
"srozst",110301962560,1,1,0,1,2,1
"b676zz",110300107560,3,4,0,3,7,4
"ahd13-35-p3.52-lc32",110100110520,1,1,0,0,2,1
"ahd13-30-p3.52",110100110520,1,1,0,1,2,1
"mshs6",110302390530,0,1,0,1,1,1
"fwas",110300231910,7,5,0,2,8,5
"alnc",110300221320,1,1,0,1,2,1
"sebwml16l",110300046230,3,2,0,1,2,2
"sebwml",110300046230,2,1,0,1,1,1
"kb6901zz",110300108350,2,2,0,1,3,2
"hfsfin5",110302262340,1,1,0,1,2,1
"hfsfin",110302262340,6,6,0,1,4,2
"hfsfin5-1074",110302262340,0,1,0,1,2,1
"hfspu",110302374430,0,1,0,1,1,1
"hfspure6",110302374430,1,2,0,1,4,2
"hfsfin",110302374430,6,6,0,1,1,1
"ssebwm",110300046230,8,7,0,2,10,7
"ssebwmz",110300046230,2,2,0,0,3,2
"sb626zz",110302273360,1,2,0,1,3,2
"lhicw-mx10",110300026110,1,1,0,1,2,1
"lhifc-mx10",110300026020,2,2,0,2,6,2
"scb6-14",110302261370,2,1,0,1,3,1
"scb6-15",110302261370,3,2,0,0,3,1
"scb5-14",110302261370,1,1,0,0,3,1
"fapas-spb-t1.6-a40-b18-l40-f30-g20-s9.1-v30-x10-h28-n4-y5-na4",110302286750,4,1,0,1,5,1
"stsst3",110300573240,1,1,0,1,2,1
"hfsfin6-1530-2000",110302374430,1,1,0,1,1,1
"hfsfin6-1530-1620",110302374430,2,2,0,2,2,2
"ksrl",110300071160,4,2,0,1,3,2
"ksrlr",110300071160,1,1,0,1,1,1
"ksrl16-1030",110300071160,4,4,0,4,16,4
"cfua12-32",110300111510,2,3,0,3,3,3
"cfuap12-32",110300112910,1,2,0,2,2,2
"crony",110300425970,2,2,0,2,4,2
"cronyb",110300425970,3,1,0,1,2,1
"shkpb25-50",110300017010,1,1,0,1,2,1
"vpfjt",110300000210,3,1,0,1,3,1
"hsma",110300477070,1,2,0,2,4,2
"hsma12",110300477070,1,1,0,1,2,1
"hsmas12-60",110300477070,2,2,0,1,5,2
"bgsa6004zz",110300100130,0,1,0,1,1,1
"upcfn",110300523110,3,1,0,1,2,1
"hfs5-2060-1345",110302368920,0,1,0,1,1,1
"u-clbrh0.25-l3.750",110302170730,1,3,0,3,3,3
"sfmkrra",110302022330,2,1,0,1,5,1
"bhfl12",110302273810,1,1,0,1,1,1
"swl60-80",110100185670,1,1,0,1,2,1
"swl60-90",110100185670,0,1,0,1,2,1
"mpbru30-30",110300032570,1,1,0,1,1,1
"stbb6-40",110300591960,3,2,0,1,4,2
"hblfssw8",110300449770,2,2,0,1,3,2
"pssggz10-182-f30-b30-pmc10-n4-sc25",110300002470,2,3,0,1,6,3
"pssggz10-200-f12-b9-p8-n4-sc25",110300002470,1,1,0,0,2,1
"precision linear shafts",110300002470,11,11,0,0,2,1
"psfj8-250",110300000120,1,2,0,1,6,2
"senaf",110302032650,3,1,0,1,2,1
"jbac",110300132760,5,1,0,1,2,1
"ervf5.0-l250.00-p4.0-w1.0-n130",110200016210,2,1,0,0,2,1
"ervf",110200016210,4,2,0,1,4,2
"uabl",110300523360,1,1,0,1,4,1
"ssebv8-40",110300041510,2,2,0,2,6,2
"uf8-10",110300268740,0,2,0,2,2,2
"pccg3-15",110300095320,1,1,0,1,2,1
"pccg5-25",110300095320,1,1,0,1,2,1
"fjd6-1",110300353960,1,1,0,1,3,1
"fjd16",110300353960,1,1,0,1,3,1
"fjd20",110300353960,1,1,0,1,3,1
"kjts",110300183160,0,1,0,1,2,1
"kfpbtms",110300556620,1,1,0,1,2,1
"ked5-lc",110300253770,0,1,0,1,1,1
"u-atp30xl050-b-s0.63",110302161110,1,1,0,0,3,1
"u-atp30xl050",110302161110,1,1,0,1,3,1
"mfstf15",110300215450,1,2,0,1,8,2
"sjpgqs20-p30-l30-b20",110300562560,1,1,0,1,4,1
"swr10.5-40",110200141940,1,1,0,1,1,1
"grm10",110300516360,3,2,0,2,3,2
"wgdn",110302016820,1,1,0,1,3,1
"sccg8-35",110300095320,2,2,0,2,3,2
"xknef",110302037030,2,1,0,1,5,1
"wssb40-10-5",110300231730,4,2,0,1,2,2
"hptss6-set",110302250530,2,2,0,1,4,2
"hptss6",110302250530,7,4,0,2,7,4
"sclbkh",110300099520,3,3,0,2,5,3
"mghps25-30",110100163810,0,1,0,1,2,1
"mghps",110100163810,1,1,0,0,2,1
"mhpks204-38-31-b",110301962740,1,1,0,1,5,1
"height adjust pins",110300584260,3,2,2,1,2,1
"unutz12",110300252030,2,3,0,1,3,3
"ssx2",110300047810,6,2,0,1,3,2
"rshfs20-30-f15-m16-h5",110300001430,1,1,0,1,3,1
"rshfs",110300001430,3,3,0,2,9,3
"rshfs18_30_f15_m12_h5",110300001430,1,1,0,1,3,1
"mepcp",110300260340,2,2,0,1,2,2
"jbauc6-5",110300132850,1,1,0,1,2,1
"jbauc",110300132850,2,1,0,1,2,1
"wh14-",110100185150,2,2,0,1,3,2
"wh14",110100185150,3,1,0,1,1,1
"threaded locating pins",110300558270,3,4,0,1,3,1
"fjsn20-",110300508140,0,1,0,1,2,1
"fjsn12-100",110300508140,1,1,0,0,2,1
"round shims",110300138630,6,9,0,1,10,5
"ajltt8",110300594420,0,1,0,1,3,1
"ajlstt12",110300594420,0,1,0,0,3,1
"fulcrum pin",110300097240,4,3,0,1,4,2
"cbd",110300097240,17,5,0,0,8,4
"cbbd4-5",110300097240,1,1,0,1,3,1
"cbbd4-4",110300097240,1,1,0,1,3,1
"mdwba6",110300031350,1,2,0,2,2,2
"falzs-amw-t3-a26-b18-l40",110302286750,2,2,0,2,2,2
"tpnfb13-7",110200096010,2,1,0,0,2,1
"tpnfb16-7",110200096010,1,1,0,1,2,1
"tpnfp13-7",110200096010,1,1,0,0,2,1
"tpnfp16-7",110200096010,1,1,0,0,2,1
"qnsmc6",110300342940,2,1,0,1,2,1
"hollow",110300006240,6,1,0,1,3,1
"cfu",110300111150,7,3,0,2,5,3
"cfuap",110300112910,4,3,0,1,7,3
"nkxz17",110300108870,2,2,0,1,6,2
"strw12",110300512770,3,3,0,1,5,3
"rbya",110300541220,1,1,0,1,2,1
"shyhb",110300008610,1,1,0,1,2,1
"jzb8",110300038350,2,1,0,1,3,1
"jzb5",110300038350,2,1,0,1,3,1
"msbh8-30",110300249410,2,2,0,2,4,2
"pssfgd",110300002310,3,1,0,1,2,1
"pssfgd12",110300002310,0,1,0,0,6,1
"pssfgd12-180-f15-b12-p10-n6-sc5",110300002310,0,1,0,1,6,1
"lhkmcnl20",110300028030,1,1,0,1,1,1
"crkw",110300243450,3,2,0,2,2,2
"crkw3-12",110300243450,0,1,0,1,1,1
"pulley",110300405940,159,45,89,0,5,1
"htpa22s3m150-a",110300405940,0,1,0,1,5,1
"s3m",110300405940,15,19,0,0,26,6
