"Q","total_search","sum_linkCtg","sum_link","total_codefix"
"fwass-d13-v",1,0,0,1
"shcdg8-18",1,0,1,1
"shcdg8-",1,0,0,1
"shanb6",1,0,0,1
"shcdg8",1,0,0,1
"plxab6-",1,0,0,1
"plxa",1,0,0,1
"plxab6-11-",1,0,0,1
"plxab6-11-f6",1,0,1,1
"plxab6-11-6",1,0,0,1
"plsbrk17-200",1,0,1,1
"plsbrk",1,0,0,1
"plsbwf7",1,0,2,2
"pl0",1,0,0,1
"plo15",1,0,0,1
"pl015",1,0,0,1
"semi label",1,0,0,1
"pec",1,0,1,1
"lvfbm20-35",1,0,1,1
"plx",1,0,0,1
"sz14",1,0,0,1
"lx3005-b2",1,0,1,1
"sz14f-3",1,0,1,1
"lx3010-",1,0,0,1
"pjl4",1,0,0,1
"bcb 2-6",1,0,0,1
"bcba-sc",1,0,0,1
"bcbl",1,0,0,1
"lntdn10-p14-",1,0,0,1
"lntdn",1,0,0,1
"lntdn10-p",1,0,0,1
"lntdn10-",1,0,0,1
"lntdn10-p14",1,0,0,1
"bcbl4-",1,0,0,1
"tbcf-",1,0,0,1
"lmuwr",1,0,1,1
"sstehn",1,0,0,1
"sthm8h",1,0,0,1
"stm8h",1,0,0,1
"ked8-18",1,0,0,1
"nclb12-20-",1,0,0,1
"nclb12-20-33",1,0,0,1
"las15-a60-b51-l9090",1,0,0,1
"psfjt30-270-",1,0,0,1
"psfad25-197-f38-b33--",1,0,0,1
"psfad25-197",1,0,0,1
"psfad25-197-f",1,0,0,1
"psfad25-197-f38-b33-",1,0,0,1
"����",1,0,0,1
"psfad25-197-f38-b33--p20",1,0,0,1
"psfjt30-",1,0,0,1
"psfad30-",1,0,0,1
"psfad25-",1,0,0,1
"psfad30-270-f",1,0,0,1
"psfad25-197-f38-b33",1,0,0,1
"pspjw16-",1,0,0,1
"psfjt30",1,0,0,1
"psfad30-270-f53-",1,0,0,1
"psfjt30-270",1,0,0,1
"pspjw16-232-",1,0,1,1
"pspjw16-232",1,0,0,1
"psfad30-270-",1,0,0,1
"psfad25-197-f38",1,0,0,1
"psfad25-197-f38-b33--p20-n16",1,0,1,1
"kes5-25",1,0,0,1
"kes525",1,0,0,1
"cbdr6-",1,0,1,2
"cbf8",1,0,0,1
"je-2",1,0,0,1
"mssk3",1,0,2,2
"cbdydt",1,0,0,1
"cw",1,0,1,1
"cbsm5",1,0,0,1
"cb415",1,0,0,1
"cbaln",1,0,1,1
"cb5-100",1,0,0,1
"cbsa5",1,0,1,1
"smib2",1,0,0,1
"pack-smib2.",1,0,0,1
"smib2.0",1,0,0,1
"pack-sm",1,0,0,1
"pack-smi",1,0,0,1
"cb6-14",1,0,1,1
"cpdr25-",1,0,0,1
"cpdr25-6-0",1,0,0,1
"boxtc-",1,0,0,1
"jpamf",1,0,0,1
"rbbs80",1,0,0,1
"m10-135",1,0,0,1
"cbhs",1,0,0,1
"cbhs3-8",1,0,1,1
"cbstsr3-5",1,0,2,2
"spmbl",1,0,1,1
"rcb16",1,0,0,1
"fjmx",1,0,0,1
"psfm",1,0,0,1
"sds40",1,0,3,2
"pafu",1,0,0,1
"hrob",1,0,0,1
"psfj-6",1,0,0,1
"psfjz6-69",1,0,0,1
"psfjz6-69-",1,0,0,1
"psfjz6-69-m3-n3-sc31",1,0,1,1
"psfjz6-",1,0,0,1
"enpm",1,0,1,1
"dxfl-d11-v6-t5",1,0,0,1
"dxfl-d11-v6-t5-l15-co",1,0,0,1
"dxfl-d11",1,0,0,1
"dxfl-d11-v6",1,0,0,1
"rorlah60-",1,0,0,1
"rsfaz",1,0,0,1
"rsfaz8-34-f10-b",1,0,0,1
"rsfaz8-34-f10-b8-p3-n3-",1,0,0,1
"rsfaz8-34-f10-b8-p",1,0,0,1
"lnbb12",1,0,0,1
"rsfaz8",1,0,0,1
"rsfaz8-34-f10-b8-p3-",1,0,0,1
"rsfaz8-34-f10",1,0,0,1
"rsfaz8-34-f10-b8",1,0,0,1
"rsfaz8-34-f",1,0,0,1
"mzdf",1,0,0,1
"geabdg1.0-48",1,0,0,1
"selnnaa8-12.0-",1,0,0,1
"selnnaa8",1,0,0,1
"selnnaa8-12.0",1,0,0,1
"mdzf15-10",1,0,1,1
"mdf",1,0,0,1
"tun285l100",1,0,1,1
"cb3-60",1,0,0,1
"lra3-a20",1,0,0,1
"lra3-a20-b20-l30",1,0,2,1
"lhmsw20",1,0,1,1
"lxbl",1,0,2,2
"shy",1,0,0,1
"lhfsm-",1,0,0,1
"kfamm6",1,0,1,1
"lhtc10",1,0,2,1
"hgctb",1,0,2,3
"hgltb",1,0,1,1
"lacg",1,0,2,2
"lhq",1,0,0,1
"lhqr",1,0,1,1
"slka25-70",1,0,2,1
"308",1,0,0,1
"hslf",1,0,0,1
"ksl",1,0,0,1
"hhpsdts",1,0,0,1
"rd0k25377",1,0,0,1
"lvm",1,0,0,1
"32553854",1,0,0,1
"fwsss-d36-v23.5",1,0,0,1
"lpdgrc8",1,0,0,1
"plmn19",1,0,0,1
"lhitc",1,0,0,1
"lhitr16",1,0,0,1
"pxsl",1,0,0,1
"sfjc12",1,0,2,2
"lhit",1,0,0,1
"lhmcd12",1,0,2,1
"pxsp6",1,0,1,1
"skfqstamm16-p14-00-l16",1,0,0,1
"lxaa12-8-f33-set",1,0,1,1
"skfqstamm16-p14-00-l16-",1,0,1,1
"skfqstamm16",1,0,0,1
"pssfgj20-1050-f16",1,0,0,1
"htbn750s",1,0,0,1
"pssfgj20-1050-f-16",1,0,0,1
"skfqst",1,0,0,1
"pssfgj20-1050-f16-p14-t16",1,0,1,1
"pssfgj20-1050",1,0,0,1
"htbn750s5",1,0,0,1
"pssfgj20",1,0,0,1
"pssfgj20-",1,0,0,1
"pssfgj20-1050-f",1,0,0,1
"fpu12-",1,0,0,1
"lhirwm30",1,0,0,1
"lhirwmx",1,0,0,1
"lafzz-as-t10-a75-b",1,0,0,1
"rgm",1,0,0,1
"mdb",1,0,0,1
"llhgs",1,0,0,1
"hnkk5-",1,0,1,1
"hfs36-",1,0,0,1
"fllo",1,0,0,1
"hnttss6",1,0,2,2
"hntt8-",1,0,2,2
"ketl",1,0,0,1
"kat",1,0,0,1
"ktl5",1,0,0,1
"ka",1,0,0,1
"hnttsn8-6",1,0,3,4
"simplifed",1,0,0,1
"anes8-",1,0,0,1
"hfpstw",1,0,1,1
"gbgcb6004zz90",1,0,0,1
"cldmch632",1,0,0,1
"pack-hntt8",1,0,0,1
"hntn8-4",1,0,0,1
"d-snna",1,0,0,1
"tsbxa35",1,0,0,1
"tsbb8",1,0,1,1
"bjs8a",1,0,1,1
"se2bsl",1,0,0,1
"geakb2",1,0,1,1
"ssfar12",1,0,0,1
"bgonp40",1,0,1,2
"fjt18",1,0,0,1
"ipza",1,0,1,2
"stfhn7-8",1,0,0,1
"cct",1,0,1,1
"b6305zz",1,0,2,2
"jbe",1,0,2,1
"jksg16-70",1,0,0,1
"susrt8",1,0,1,1
"arpp3",1,0,1,1
"mdcmdca20",1,0,0,1
"hfgss-",1,0,1,1
"uhfnss12",1,0,1,1
"urwh25",1,0,1,1
"uhfnb",1,0,0,1
"sp60b25",1,0,1,1
"sp60b30-n",1,0,0,1
"1/",1,0,0,1
"geta13-120",1,0,0,1
"sp60b20-n50",1,0,1,1
"buam",1,0,1,1
"hblfsd6-50",1,0,1,1
"grease insert",1,0,0,1
"gpa32gt51",1,0,0,1
"gpa32gt3060-b",1,0,1,1
"gpa25-gt",1,0,1,1
"gpa38",1,0,0,1
"sfxma",1,0,2,2
"umg",1,0,0,1
"gpa60",1,0,1,1
"gpa32-gt",1,0,0,1
"gpa24gt2060",1,0,0,1
"gpa24gt2060-b",1,0,0,1
"gpa60gt2060",1,0,1,1
"gpa22-",1,0,0,1
"gpa22-gt2040",1,0,0,1
"gpa22gt",1,0,0,1
"gpa22gt2040",1,0,1,1
"fjerc",1,0,1,1
"fej",1,0,0,1
"sxwdl",1,0,1,1
"mgs",1,0,0,1
"geahb1.0-100-",1,0,0,1
"geakb1.0-1",1,0,0,1
"geakb3.0",1,0,1,1
"extusion",1,0,0,1
"me50000",1,0,0,1
"shstbn30",1,0,0,1
"croneyb",1,0,0,1
"mas2016l",1,0,0,1
"usstmh6",1,0,1,1
"hfafstb5",1,0,1,1
"hfafst",1,0,0,1
"hfbfs",1,0,0,1
"sfpdc4",1,0,1,1
"msb-",1,0,0,1
"msb10-65",1,0,1,1
"smsb-20",1,0,0,1
"psjb",1,0,0,1
"slsbwsf",1,0,0,1
"wm20-80",1,0,0,1
"msb16-65",1,0,2,2
"psfrgkraa",1,0,0,1
"psfrg",1,0,0,1
"msb8-55",1,0,1,1
"kmh",1,0,1,1
"cbas6",1,0,1,1
"mssc6-25",1,0,0,1
"mscss2",1,0,1,1
"mscsm2",1,0,0,1
"mcss",1,0,0,1
"msvc3-15",1,0,0,1
"mpflt6",1,0,0,1
"mkps204-50-20-a",1,0,0,1
"flcf",1,0,1,1
"lparb",1,0,0,1
"mkps204-50-18",1,0,0,1
"lpdegc",1,0,1,1
"mkps204-50",1,0,0,1
"psccn12",1,0,0,1
"cdpxwl",1,0,0,1
"mkps",1,0,0,1
"stsstrb",1,0,0,1
"ssbgzp5",1,0,0,1
"lmu0",1,0,0,1
"mhpus306-50-11-a",1,0,1,2
"mhpks204-50-20",1,0,1,1
"mhpks204",1,0,0,1
"mhpks202-30-32",1,0,3,3
"sleave",1,0,0,1
"bpy-n",1,0,1,1
"grmsn10",1,0,4,3
"pmsmn",1,0,0,1
"susth10-20",1,0,0,1
"upcfan",1,0,1,1
"zdts",1,0,0,1
"zd",1,0,0,1
"susth12-",1,0,0,1
"zdtls",1,0,1,1
"pxra",1,0,0,1
"pmxrm",1,0,0,1
"phmsl",1,0,0,1
"fjcl8",1,0,1,1
"psctn",1,0,2,2
"fsmcs",1,0,0,1
"blhb",1,0,1,1
"nbbks25",1,0,1,1
"nbbk",1,0,1,2
"u-alkd",1,0,2,2
"u-hcd",1,0,0,1
"u-hcdgh",1,0,0,1
"u-jpsa",1,0,1,1
"u-ba",1,0,1,1
"u-atp30xl050",1,0,1,1
"u-atp30xl",1,0,0,1
"sip",1,0,0,1
"u-sfma",1,0,0,1
"u-su",1,0,0,1
"u-sust",1,0,1,1
"bgse600",1,0,0,1
"bgse6005",1,0,1,1
"u-scsw1.00-b0.5",1,0,1,1
"u-scsw1.00-b0.5+",1,0,0,1
"u-ssfrr0",1,0,1,1
"u-fwssb",1,0,2,1
"u-fw",1,0,0,1
"u-lnndn",1,0,0,1
"base mount shaft support",1,0,0,1
"u-mjfi0406",1,0,0,1
"atp22",1,0,0,1
"atpa48l075",1,0,0,1
"tun3",1,0,0,1
"u-afdf1-06",1,0,0,1
"u-scsbs1.00u-scsbs1.00",1,0,0,1
"u-ccg0.19",1,0,0,1
"pepqj6_",1,0,0,1
"kfndmm8-p10.75-l5",1,0,0,1
"kfnd",1,0,0,1
"u-sfjw1.5-l13.00",1,0,0,1
"pepqj6",1,0,0,1
"u-sfjw1.5-l13.00-t0.75-u0.38-wsc1.00",1,0,0,1
"kfndmm8-p10.75-l",1,0,0,1
"kfndmm8-",1,0,0,1
"bmian",1,0,0,1
"kfndmm8-p10.75-l5-b15",1,0,0,1
"u-sfjw1.5-l13.00-",1,0,0,1
"kfndmm8-p10.75",1,0,0,1
"u-fpjd0_",1,0,0,1
"u-wssb0.25",1,0,0,1
"u-wssb0",1,0,0,1
"u-wssb0.25-d0.75",1,0,0,1
"u-wssb0.25-d0.75-",1,0,0,1
"u-wssb0.25-d0.75-t0.125",1,0,0,1
"u-wssb0.25-d0.75-t",1,0,0,1
"u-wssb0.25-d",1,0,0,1
"u-wssb0.25-d0",1,0,0,1
"u-scspd",1,0,1,1
"u-sths",1,0,0,1
"u-axnhk0.",1,0,0,1
"aanm",1,0,0,1
"u-axnhk0.63-",1,0,1,1
"u-sfam0.38-l2.00-f0.43-b0.35-t0.25-g0.50-s0.42",1,0,0,1
"u-sfam0.38-l2.00-f0.43",1,0,0,1
"u-sfam0.38-l2.00-f0.43-b0.35-t0.25-g0.50-s0.42-u0.25-sc0.50-pc-qc",1,0,1,1
"28102739-f12",1,0,0,1
"u-sfam0.38-l2.00-f0.43-b",1,0,0,1
"u-sfam0.38-l2.00",1,0,0,1
"u-sfam0.38",1,0,0,1
"strlt40-",1,0,0,1
"strlt40",1,0,0,1
"awsb-c-d15-v12-t6",1,0,1,1
"rbnmf20-105-30",1,0,1,1
"rbnmf10-1",1,0,0,1
"rbnm",1,0,0,1
"rbpp6",1,0,0,1
"spfr15-100",1,0,0,1
"lksfm5-0-8-35-e4_p3_t5",1,0,0,1
"lksfm5-0-8_35_e4_p3_t5",1,0,0,1
"hghajs",1,0,0,1
"hghajb",1,0,0,1
"anb4",1,0,1,1
"unbys",1,0,2,1
"u-pbfu",1,0,1,1
"u-smstam1",1,0,0,1
"rbdw50-150",1,0,1,1
"u_aikfb5_2_14b",1,0,1,1
"arp",1,0,0,1
"arrp",1,0,0,1
"u_ss",1,0,0,1
"ueb",1,0,0,1
"uehbks12_10_m4",1,0,1,1
"ue",1,0,0,1
"urbd",1,0,0,1
"u_rbd",1,0,0,1
"u_rbdb",1,0,1,1
"uikkb12",1,0,0,1
"a7075p-6f-incha",1,0,0,1
"uikk",1,0,0,1
"u-iii",1,0,0,1
"uikkb",1,0,0,1
"u fj",1,0,0,1
"u fjcno",1,0,0,1
"ttpa16",1,0,0,1
"floating jo",1,0,0,1
"u-psdn 0.75",1,0,0,1
"u-psdn",1,0,0,1
"u-bgcb",1,0,0,1
"u-bgcb6005zz",1,0,1,1
"pxysl",1,0,0,1
"sxwd mx33",1,0,0,1
"sxwdmx",1,0,0,1
"ktg",1,0,0,1
"ycp",1,0,0,1
"pxykt16",1,0,1,1
"jpqtd",1,0,0,1
"tselnnab8-p12.8-b16-l5-a60",1,0,0,1
"tnlntf",1,0,0,1
"sfjt18",1,0,0,1
"sfjt13",1,0,1,1
"sfjt10-90-m4",1,0,1,1
"clbps20",1,0,0,1
"bghka",1,0,0,1
"bghka6204",1,0,0,1
"sfjt25-490",1,0,0,1
"timing pulley leng",1,0,0,1
"sizing",1,0,0,1
"cbsts4",1,0,1,1
"b69ddu_2",1,0,0,1
"sfb1.6",1,0,0,1
"cbs2",1,0,0,1
"hxnn2",1,0,0,1
"fb8",1,0,2,3
"fb4",1,0,0,1
"fb5-",1,0,0,1
"atlas 25",1,0,0,1
"atla",1,0,0,1
"hfsg6",1,0,0,1
"extrusionaluminum",1,0,0,1
"kegsz",1,0,2,1
"fwsrs-d12-v3-e2-t3",1,0,0,1
"lhbb13",1,0,1,1
"fpsj",1,0,0,1
"gbn240 2gt",1,0,0,1
"gbn200",1,0,0,1
"gbn2",1,0,0,1
"gbn 240 2gt-",1,0,0,1
"gbn 240 2gt",1,0,0,1
"gjpbta8t",1,0,0,1
"gjpbta8t-",1,0,0,1
"gfpbt",1,0,0,1
"gjpdts8",1,0,3,2
"asffr-a39-b16-t0.5-q7-e7-c8",1,0,0,1
"asffr-a39-b16-t0.5-q7",1,0,0,1
"asffr-a39-",1,0,0,1
"ms8-20",1,0,3,1
"asffr-a39-b16-t0.5",1,0,0,1
"kjpk12l-",1,0,0,1
"kjpks12",1,0,1,1
"kjpk",1,0,0,1
"kjpsk",1,0,0,1
"kjpg12",1,0,0,1
"dpbd613",1,0,0,1
"aphxs16-95",1,0,0,1
"apx5-140-",1,0,0,1
"dpbd8-",1,0,0,1
"apx25-140",1,0,0,1
"swu2",1,0,0,1
"apx5-140",1,0,0,1
"dpd",1,0,0,1
"swu21-90",1,0,2,2
"ebb40-25",1,0,0,1
"apx25-140-n30-",1,0,0,1
"dpdbd",1,0,0,1
"dpdbd8",1,0,0,1
"apx25-140-n30-bl155",1,0,0,1
"aphxs16-95-n20-bl110",1,0,0,1
"dpdbd81",1,0,0,1
"aphxs16-95-n20-",1,0,0,1
"dpdbd813517p700f",1,0,0,1
"dpbd",1,0,0,1
"dpbd8-109.66",1,0,0,1
"dspo6-",1,0,0,1
"mwf1",1,0,0,1
"1008p",1,0,0,1
"100",1,0,0,1
"dln",1,0,0,1
"is-lcyl",1,0,1,1
"tlntar",1,0,1,1
"lnsa",1,0,0,1
"lns",1,0,0,1
"fswnsf",1,0,1,1
"msip6",1,0,1,1
"pjh1",1,0,1,1
"tin-sjal25",1,0,0,1
"myzp38-180",1,0,0,1
"tin-sjel10-80-p8",1,0,0,1
"pjhr12",1,0,0,1
"myp80",1,0,0,1
"grmk",1,0,0,1
"psdsn",1,0,0,1
"bcas43",1,0,1,1
"sse2bwlz",1,0,1,1
"sebw12",1,0,0,1
"paal2h",1,0,0,1
"paal-180-95",1,0,0,1
"paal-180-95-3-",1,0,0,1
"paal2h-180-95",1,0,0,1
"paal2h-",1,0,0,1
"xdt",1,0,1,1
"ssbgha",1,0,1,1
"sselbwm9",1,0,0,1
"ssebwz12-",1,0,0,1
"ssebwz12",1,0,0,1
"fjmcc10",1,0,0,1
"ssbgdp12-135 price",1,0,1,1
"ssfat12-20-m6",1,0,0,1
"phfxab",1,0,0,1
"sse2bwz16l-310",1,0,0,1
"phfxab12-2-f88-ma6",1,0,0,1
"sscbr",1,0,0,1
"sscbrj8",1,0,0,1
"sscbrj88-12",1,0,0,1
"ssfat12-20-",1,0,0,1
"ssfat12-20-50",1,0,0,1
"blhs",1,0,1,1
"slbrfn",1,0,2,1
"slbrf",1,0,1,1
"slbrkn",1,0,1,1
"ssel2bwm",1,0,1,1
"ssel2bwv16-230",1,0,2,1
"stw28",1,0,1,1
"stw-16",1,0,0,1
"stw16",1,0,0,1
"stwn-10",1,0,0,1
"stws17",1,0,0,1
"sabm6-",1,0,0,1
"wr8-35",1,0,1,1
"wssm16",1,0,2,2
"psf,t10-165-m5",1,0,0,1
"sabm6-30-n6",1,0,0,1
"psfjt10-165-m5",1,0,0,1
"sabm8-",1,0,0,1
"nw4",1,0,0,1
"sabm8-30-n6-",1,0,0,1
"ntfl5",1,0,0,1
"wssm16-8-2",1,0,1,2
"wy8-",1,0,0,1
"sabm6-30-",1,0,0,1
"17-",1,0,0,1
"ebs",1,0,0,1
"stw150",1,0,0,1
"hipia-76.35",1,0,0,1
"ebs-",1,0,0,1
"cpj-5lr10-400-r1.0",1,0,1,1
"wsssh-30-16-2",1,0,0,1
"wsssh25-12",1,0,1,1
"wsssh25",1,0,0,1
"scb4-5",1,0,1,1
"scb-40",1,0,0,1
"scb440",1,0,0,1
"scb2-6",1,0,2,1
"scb2-",1,0,0,1
"scb4-6",1,0,2,2
"fsub10",1,0,0,1
"htla40s3m100-e-11",1,0,1,1
"pips15-2.5",1,0,0,1
"mac14",1,0,1,1
"pips15-",1,0,0,1
"box-scb3-15",1,0,1,1
"box-scb5-6",1,0,0,1
"box-scb3",1,0,0,1
"tatrs5",1,0,0,1
"box-scb6",1,0,1,1
"tatrs4",1,0,1,1
"tat",1,0,0,1
"tatrs",1,0,0,1
"paale6h-728-213-3-f340-g165-h85-j102-k90-l70-n5",1,0,2,2
"sb6903",1,0,0,1
"sp40b16",1,0,0,1
"sb40b",1,0,0,1
"ur8-20",1,0,0,1
"sbspo",1,0,1,2
"sbspo3",1,0,0,1
"sba",1,0,0,1
"sbac",1,0,0,1
"sbacb",1,0,0,1
"sbabc",1,0,0,1
"sbtfh8-3",1,0,2,3
"fpchp",1,0,0,1
"fpchpa10-p11.97-",1,0,0,1
"sb680",1,0,0,1
"sb6801",1,0,2,2
"pfssr",1,0,1,1
"sbltj3",1,0,0,1
"sb634",1,0,1,2
"sb690",1,0,1,1
"sbcpr",1,0,0,1
"sb6200zz",1,0,1,1
"sb6200",1,0,0,1
"sclbru6-65",1,0,1,1
"bgtk6003",1,0,0,1
"ssv2rz",1,0,2,2
"ssv2",1,0,0,1
"rog",1,0,0,1
"roga80-30",1,0,1,2
"ssebsn10",1,0,1,1
"a2017",1,0,0,1
"a2017p-",1,0,0,1
"sshfu",1,0,0,1
"ssfmrws",1,0,5,3
"ssah-1200",1,0,0,1
"ssah-3",1,0,0,1
"cia",1,0,0,1
"sst-1200-500-30",1,0,1,1
"u-psfaa",1,0,1,1
"sst-",1,0,0,1
"ssah-500",1,0,0,1
"ssah-12",1,0,0,1
"sst-1200-500-",1,0,0,1
"clqam",1,0,0,1
"sst-1200",1,0,0,1
"ssa-",1,0,0,1
"ssah-1200-",1,0,0,1
"r-lana6-p6-b20-l5",1,0,1,1
"ssah-5",1,0,0,1
"laps",1,0,0,1
"bgry6008",1,0,1,1
"ssbps8",1,0,1,1
"-b",1,0,0,1
"ppsn",1,0,0,1
"ssbk",1,0,0,1
"scdg4",1,0,1,1
"scdg6",1,0,0,1
"hfrp",1,0,0,1
"pjht",1,0,0,1
"vfjc16-190",1,0,0,1
"vfjc16-",1,0,0,1
"vfjc16-190-m8-sc",1,0,0,1
"jbhm6",1,0,2,1
"psfjw8-34-m5-n5",1,0,0,1
"clkb15-6",1,0,0,1
"sfj15-150",1,0,1,1
"clkb15-",1,0,0,1
"fjgm8-100-c",1,0,1,1
"fjgm8-100",1,0,0,1
"clkb15-6-",1,0,0,1
"clkb15",1,0,0,1
"fjgm8-100-",1,0,0,1
"sfj15",1,0,2,3
"sfj15-1",1,0,0,1
"nwgf",1,0,1,1
"pca10-40",1,0,0,1
"clkb10-5-30",1,0,1,2
"bikkt",1,0,1,1
"mcoc34-15-15-lk5",1,0,1,1
"atpt16l100-a-n17",1,0,1,1
"rfc6-22",1,0,0,1
"sfah10-115-f7-p8-m4-t7",1,0,0,1
"vfan12-49-f26-b15-p10-m8",1,0,0,1
"jht",1,0,1,1
"nkosjn6",1,0,1,1
"hsfpure",1,0,0,1
"hscp6",1,0,0,1
"shstm10-25",1,0,1,2
"psfg40-155",1,0,2,1
"funt15",1,0,1,1
"ssteh5",1,0,0,1
"hsfv",1,0,0,1
"hsfs",1,0,0,1
"hxusn16",1,0,0,1
"hxmns",1,0,0,1
"hxd",1,0,0,1
"mpbpu8-16",1,0,0,1
"vaf",1,0,0,1
"hfs6-5050-1-tpw",1,0,0,1
"vafz18",1,0,1,1
"cbss5+",1,0,0,1
"hfs6-5050-195.5-tpw",1,0,0,1
"njtb4-0.7-b6-",1,0,0,1
"njtb4-0.7",1,0,0,1
"vfjw16",1,0,0,1
"acb6-55",1,0,2,1
"vafz18-88-",1,0,0,1
"vafz18-84_f11_m8_n6_sc30",1,0,0,1
"vafz18-88-f8-m8-n6-",1,0,0,1
"vafz18-88",1,0,0,1
"njtb4-0.7-b6",1,0,0,1
"vfjw16-62-m6-n6",1,0,0,1
"vafz18_84_f11_m8_n6_sc30",1,0,0,1
"vfjw16-62",1,0,0,1
"seccf4",1,0,0,1
"vfjw16-62-m",1,0,0,1
"vafz18-88-f8-",1,0,0,1
"njtb4-0.7-b6-ma201",1,0,0,1
"vafz18-84-f11-m8-n6_sc30",1,0,0,1
"vafz18-84-f11_m8_n6_sc30",1,0,0,1
"bjphaw4",1,0,1,2
"psfab40-330-f5-p30-",1,0,0,1
"hxubn6",1,0,0,1
"hx magnet",1,0,0,1
"hxm magnet",1,0,0,1
"msby",1,0,0,1
"shhpsd5",1,0,1,1
"hxcr25",1,0,0,1
"hxsns",1,0,0,1
"p-csps",1,0,0,1
"h-sjal",1,0,0,1
"sjal-c13",1,0,0,1
"sjal-c13-90",1,0,0,1
"bstfh13-14",1,0,0,1
"hfs5-2020-260",1,0,0,1
"hfs5-4",1,0,0,1
"ws-10-40",1,0,0,1
"nfsb",1,0,0,1
"smsbf5.0",1,0,1,1
"hfsfin5",1,0,1,1
"srk10",1,0,1,1
"hscsf5-b-500",1,0,1,1
"hscsf5-b",1,0,0,1
"hscsf5-b-",1,0,0,1
"hfs6-3030-ltp-",1,0,0,1
"hfs6-3030-ldh",1,0,0,1
"bsbr2005i-1200",1,0,0,1
"sjal-c10-90-p6",1,0,0,1
"palzs20-100-",1,0,0,1
"epj17-200",1,0,0,1
"epj172",1,0,0,1
"epj16-200",1,0,2,1
"epj1",1,0,0,1
"lau10-a100-b50-l",1,0,0,1
"lau10-a100",1,0,0,1
"lau10-a100-b50-l130",1,0,1,1
"wsrb20",1,0,1,1
"u-wsss0.50",1,0,1,1
"kbjal",1,0,1,1
"stw38-75",1,0,2,1
"wsp-fu",1,0,0,1
"kbj",1,0,0,1
"rgptn20",1,0,2,1
"bgs8",1,0,0,1
"bgsc698",1,0,0,1
"bgbk608zz-30",1,0,0,1
"bgbk608",1,0,0,1
"bgy8-50-",1,0,0,1
"bgy8-50-20-15",1,0,0,1
"bgy8",1,0,0,1
"lbgb12",1,0,0,1
"bgtab6008",1,0,0,1
"sjal10-90",1,0,0,1
"sjal13-80",1,0,0,1
"sjal13",1,0,0,1
"tin-sjal",1,0,0,1
"u-atpa16l050",1,0,0,1
"u-atpa16l050-b",1,0,0,1
"u-atpa16l050-b-s",1,0,0,1
"uss5",1,0,0,1
"juss",1,0,0,1
"phscl",1,0,2,2
"racv40",1,0,0,1
"utshn2h",1,0,0,1
"htpa3",1,0,0,1
"bhkd",1,0,0,1
"rlhu",1,0,0,1
"htpa30s3",1,0,0,1
"htpa30sa",1,0,0,1
"rlh",1,0,0,1
"hpta22s5m100-b-n10",1,0,0,1
"htpa22s5m100-b-n10",1,0,3,3
"htpa28s8m250-a-c20",1,0,0,1
"htpa28sm",1,0,0,1
"htpa28s8m250",1,0,0,1
"htpa36s8",1,0,1,1
"ttmc16-92-p16-wkc",1,0,1,1
"htpm24s5m",1,0,0,1
"htpm24-a-",1,0,0,1
"ttmc",1,0,1,1
"htpa20s8m250",1,0,1,1
"misu",1,0,0,1
"htpa40s3m100-a-p18-kc90",1,0,0,1
"htpa40s3m100-a-n18-kc90",1,0,0,1
"16s5m",1,0,0,1
"htpa24s3m060-b-p4-bc6",1,0,0,1
"htpa24s3m060-b-p4",1,0,0,1
"aws6",1,0,0,1
"htpa24s3m060-b",1,0,0,1
"htpa24s3m060-b-p4-b",1,0,0,1
"nkxz9",1,0,2,2
"htpa50s3m060",1,0,1,1
"htpa28s3",1,0,0,1
"htpa28s3m100-p",1,0,0,1
"htpa28s3m100",1,0,0,1
"htpa28s3m100-b",1,0,1,1
"htbn295",1,0,0,1
"htpa40s3m100-a-p",1,0,0,1
"htpa40s3m100-a-p8",1,0,1,1
"htpa40s3m100",1,0,1,1
"htpa22s8",1,0,0,1
"htpa22s8m250-b",1,0,1,1
"htpa22s8m250",1,0,0,1
"htpa22s8m",1,0,0,1
"htpa50s3m150",1,0,0,1
"htpm40s8m150-",1,0,0,1
"clham",1,0,1,1
"cltam",1,0,2,2
"extended locating pins",1,0,0,1
"u-fpua0.50-p0.2500-l0.500-b0.625",1,0,1,1
"u-sfjw0.",1,0,0,1
"bearingspro",1,0,0,1
"sclbrh25",1,0,0,1
"swbzs",1,0,2,1
"sbtfh",1,0,1,2
"frnwcr",1,0,2,1
"frnfa",1,0,1,1
"frnwr",1,0,1,2
"cjl",1,0,0,1
"conveye",1,0,0,1
"cgl",1,0,2,1
"bjm",1,0,0,1
"stmh18",1,0,2,1
"eph4.5-100",1,0,2,2
"esn6-175-",1,0,0,1
"npn2.5-",1,0,0,1
"npn2.5-20",1,0,0,1
"eph5-150",1,0,0,1
"eghr",1,0,0,1
"esjvf8",1,0,1,1
"epj8-",1,0,0,1
"rsgpw16-90",1,0,0,1
"vpas",1,0,0,1
"gpob",1,0,1,1
"epj12-150",1,0,1,1
"epj-l16-",1,0,0,1
"epj8-100",1,0,1,1
"alka10-13",1,0,2,2
"hblpl",1,0,1,1
"hbludw8-45",1,0,1,1
"msb12-65",1,0,0,1
"hblusb6",1,0,2,2
"hblfsl5",1,0,1,1
"bhbd-sc",1,0,0,1
